,program,course_title,course_unit,equivalent_courses,instructors,notes
MARA 20300,South Asian Languages and Civilizations,Second-Year Marathi III,100,,P. Engblom,
PALI 10100,South Asian Languages and Civilizations,First-Year Pali I,100,,S. Collins,
PALI 10200,South Asian Languages and Civilizations,First-Year Pali II,100,,S. Collins,
PALI 10300,South Asian Languages and Civilizations,First-Year Pali III,100,,S. Collins,
PALI 20100,South Asian Languages and Civilizations,Second-Year Pali I,100,,S. Collins,
PALI 20200,South Asian Languages and Civilizations,Second-Year Pali II,100,,S. Collins,
PALI 20300,South Asian Languages and Civilizations,Second-Year Pali III,100,,S. Collins,
SALC 20100,South Asian Languages and Civilizations,Introduction to the Civilizations of South Asia I,100,"ANTH 24101,HIST 10800,SASC 20000,SOSC 23000",M. Alam,
SALC 20200,South Asian Languages and Civilizations,Introduction to the Civilizations of South Asia II,100,"ANTH 24102,HIST 10900,SASC 20100,SOSC 23100",D. Chakrabarty,
SALC 20400,South Asian Languages and Civilizations,The Mahabharata in English Translation,100,"FNDL 24400,HREL 35000,SALC 48200,RLST 26800",W. Doniger,
SALC 20702,South Asian Languages and Civilizations,Colonizations III,100,"CRES 24003,ANTH 24003,HIST 18303,SOSC 24003",,This sequence meets the general education requirement in civilization studies. These courses can be taken in any sequence.
SALC 20900,South Asian Languages and Civilizations,Cultural Politics of Contemporary India,100,"ANTH 42600,SALC 30900,ANTH 25500",W. Mazzarella,
SALC 20901,South Asian Languages and Civilizations,Indian Philosophy I: Origins and Orientations,100,"HREL 30200,SALC 30901,DVPR 30201,RLST 24201",Matthew Kapstein,
SALC 20902,South Asian Languages and Civilizations,Indian Philosophy II: The Classical Traditions,100,"HREL 30300,SALC 30902,DVPR 30302,RLST 24202",Dan Arnold,
SALC 22603,South Asian Languages and Civilizations,"Intro to Premodern South Asian Lit:  Courts, Poets, Power",100,,T. D'Hubert,
SALC 23700,South Asian Languages and Civilizations,How to do things with South Asian texts? Literary Theories,100,SALC 33700,Sascha Ebeling,
SALC 23903,South Asian Languages and Civilizations,Buddhist Thought in India and Tibet,100,RLST 23900,D. Arnold,
SALC 25306,South Asian Languages and Civilizations,Sex and Censorship in South Asia,100,"HIST 26710,GNSE 25306-01,HREL 35306",Ahona Panda,"This course should be of interest to students of gender and sexuality studies, cinema and media studies, literature, history, politics, human rights, anthropology and modern South Asian history and culture. It should also appeal to those interested in the past and present of law, censorship and democracy in the Non-West. Students at all stages of undergraduate study are encouraged to take this introductory course."
SALC 27701,South Asian Languages and Civilizations,Mughal India: Tradition and Transition,100,"HIST 26602,HIST 36602,SALC 37701",M. Alam,
SALC 28001,South Asian Languages and Civilizations,Colonialism and Female Iconography: Bengal and Britain,100,"HIST 26904,GLST 28001",Sukla Chatterjee,
SALC 29700,South Asian Languages and Civilizations,Introduction to Buddhism,100,"RLST 26150,CHDV 29701",S. Collins,
SALC 29800,South Asian Languages and Civilizations,BA Paper,100,,,
SALC 29801,South Asian Languages and Civilizations,BA Paper,100,,,
SALC 29802,South Asian Languages and Civilizations,BA Paper,100,,,
SALC 29900,South Asian Languages and Civilizations,Informal Reading Course,100,,,Students are required to submit the College Reading and Research Course Form.
SALC 29901,South Asian Languages and Civilizations,Informal Reading Course,100,,,Students are required to submit the College Reading and Research Course Form.
SALC 29902,South Asian Languages and Civilizations,Informal Reading Course,100,,,Students are required to submit the College Reading and Research Course Form.
SANS 10100,South Asian Languages and Civilizations,First-Year Sanskrit I,100,,Staff,
SANS 10200,South Asian Languages and Civilizations,First-Year Sanskrit II,100,,Staff,
SANS 10300,South Asian Languages and Civilizations,First-Year Sanskrit III,100,,Staff,
SANS 20100,South Asian Languages and Civilizations,Second-Year Sanskrit I,100,,Staff,
SANS 20200,South Asian Languages and Civilizations,Second-Year Sanskrit II,100,"HREL 36000,SALC 48400",W. Doniger,
SANS 20300,South Asian Languages and Civilizations,Second-Year Sanskrit III,100,,Staff,
TAML 10100,South Asian Languages and Civilizations,First-Year Tamil I,100,,E. Annamalai,
TAML 10200,South Asian Languages and Civilizations,First-Year Tamil II,100,,E. Annamalai,
TAML 10300,South Asian Languages and Civilizations,First-Year Tamil III,100,,E. Annamalai,
TAML 20100,South Asian Languages and Civilizations,Second-Year Tamil I,100,,E. Annamalai,
TAML 20200,South Asian Languages and Civilizations,Second-Year Tamil II,100,,E. Annamalai,
TAML 20300,South Asian Languages and Civilizations,Second-Year Tamil III,100,,E. Annamalai,
TBTN 10100,South Asian Languages and Civilizations,First-Year Tibetan I,100,,K. Ngodup,
TBTN 10200,South Asian Languages and Civilizations,First-Year Tibetan II,100,,K. Ngodup,
TBTN 10300,South Asian Languages and Civilizations,First-Year Tibetan III,100,,K. Ngodup,
TBTN 20100,South Asian Languages and Civilizations,Second-Year Tibetan I,100,,K. Ngodup,
TBTN 20200,South Asian Languages and Civilizations,Second-Year Tibetan II,100,,K. Ngodup,
TBTN 20300,South Asian Languages and Civilizations,Second-Year Tibetan III,100,,D. Tomlinson,
URDU 10100,South Asian Languages and Civilizations,First-Year Urdu I,100,,E. Bashir,
URDU 10200,South Asian Languages and Civilizations,First-Year Urdu II,100,,E. Bashir,
URDU 10300,South Asian Languages and Civilizations,First-Year Urdu III,100,,E. Bashir,
URDU 20100,South Asian Languages and Civilizations,Second-Year Urdu I,100,,E. Bashir,
URDU 20200,South Asian Languages and Civilizations,Second-Year Urdu II,100,,E. Bashir,
URDU 20300,South Asian Languages and Civilizations,Second-Year Urdu III,100,,E. Bashir,
ENGL 10450,English Language and Literature,Introduction to Poetry: Elegy,100,,J. Wilkinson,
ENGL 10600,English Language and Literature,Introduction to Drama,100,,J. Muse,
ENGL 10706,English Language and Literature,Introduction to Fiction,100,,H. Keenleyside,
ENGL 10710,English Language and Literature,"Introduction to Fiction: Narrative, Violence, and Justice",100,,J. Orlemanski,
ENGL 10800,English Language and Literature,Introduction to Film Analysis,100,"ARTH 20000,ARTV 25300,CMST 10100",Staff,Required of students majoring in Cinema and Media Studies
ENGL 10950,English Language and Literature,Approaches to Theater I: Ancient to Renaissance,100,TAPS 28402,J. Muse,
ENGL 10951,English Language and Literature,Approaches to Theater II: Late 17th Century to the Present,100,TAPS 28403,J. Muse,Approaches to Theater I is not a prerequisite.
ENGL 11004,English Language and Literature,History of the Novel,100,,M. Ellmann,
ENGL 11404,English Language and Literature,Writing Speeches: Reagan and Obama,100,"LLSO 28203,CRWR 26405",L. McEnerney,
ENGL 14900,English Language and Literature,Old English,100,"ENGL 34900,GRMN 34900,GRMN 23416",C. von Nolcken,
ENGL 15500,English Language and Literature,Chaucer: The Canterbury Tales,100,FNDL 25700,M. Miller,
ENGL 15600,English Language and Literature,Medieval English Literature,100,GNSE 15600,M. Miller,
ENGL 15850,English Language and Literature,Revising the Romance,100,,H. Christensen,
ENGL 16500,English Language and Literature,Shakespeare I: Histories and Comedies,100,"FNDL 21403,TAPS 28405",D. Simon,
ENGL 16550,English Language and Literature,Shakespeare's History Plays,100,"ENGL 36550,FNDL 21405,TAPS 16550,TAPS 36550",D. Bevington,
ENGL 16600,English Language and Literature,Shakespeare II: Tragedies and Romances,100,"FNDL 21404,TAPS 28406",T. Harrison,ENGL 16500 recommended but not required.
ENGL 17501,English Language and Literature,Milton,100,"FNDL 21201,RLST 25405",J. Scodel,
ENGL 17515,English Language and Literature,Seventeenth-Century Verse,100,,J. Scodel,
ENGL 17516,English Language and Literature,Religious Lyric in England & America: from Donne to T.S. Eliot,100,"ENGL 37516,RLST 27516,RLST 37516",R. Strier,
ENGL 17700,English Language and Literature,Seventeenth Century Literary Culture and the Woman Writer,100,,K. Fowler,
ENGL 17813,English Language and Literature,"Writing Subjects: Authorship, Authority, and the 18thC Novel",100,,A. Turner,
ENGL 17814,English Language and Literature,Framing the Nation in the Long Eighteenth Century,100,,L. Schachter,
ENGL 17950,English Language and Literature,The Declaration of Independence,100,"FNDL 27950,HIST 17604,HMRT 17950,LLSO 27950",E. Slauter,
ENGL 18108,English Language and Literature,Culture and the Police,100,,C. Taylor,
ENGL 19204,English Language and Literature,Experiments in Epic Poetry,100,,A. Chema,
ENGL 20024,English Language and Literature,"Nabokov's Ada, or Ardor",100,"REES 30024,FNDL 20024,REES 20024",Malynne Sternstein,
ENGL 20140,English Language and Literature,London Program: From Industrial City to Financial Center,100,,E. Hadley,
ENGL 20141,English Language and Literature,"London Program: Theatre, Heritage & Urban Life in London",100,,L. Kruger,
ENGL 20142,English Language and Literature,London Program: Producing London,100,,S. Kunjummen,
ENGL 20143,English Language and Literature,London Program: Archaeological Imagination in English Culture,100,,L. Rothfield,
ENGL 20212,English Language and Literature,Romantic Natures,100,,T. Campbell,
ENGL 20225,English Language and Literature,"Radical Romanticism: Poetry, Piracy, Pornography",100,,E. Powell,
ENGL 20850,English Language and Literature,Nonsense Literature,100,,P. McDonald,
ENGL 20906,English Language and Literature,Romantic Endangerment,100,,A. Chema,
ENGL 21006,English Language and Literature,Joseph Conrad's The Secret Agent: A Simple Tale,100,"REES 31006,FNDL 21006,ENGL 31006,REES 21006",Bożena Shallcross,English majors: this course fulfills the Fiction (B) distribution requirement.
ENGL 21102,English Language and Literature,Introduction to Postcolonial Literature and Theory,100,,R. Oh,
ENGL 21106,English Language and Literature,Social Fact/Human Feeling: Documentary Form and American Lit,100,,I. Becker,
ENGL 21110,English Language and Literature,Imagining Futures: Speculative Design and Social Justice,100,"ENGL 31110,ARTV 21110,ARTV 31110,CMST 21110,CMST 31110,TAPS 28432,TAPS 38432",P. Jagoda and T. Soundararajan,
ENGL 21118,English Language and Literature,Advanced Study Theater: Games & Performance,100,"CMST 28810,TAPS 28810","P. Jagoda, H. Coleman",Independent Study for those with advanced experience in theater. These courses are designed for students wishing to pursue self-motivated study in a specific field of theater/performance. Intensive study and reading is expected. Faculty advisor required. Completed forms to be submitted to the TAPS office by the end of first week of quarter of enrollment can be found at tapscourses.uchicago.edu
ENGL 21301,English Language and Literature,James Joyce's Ulysses,100,FNDL 21300,S. Meredith,
ENGL 21924,English Language and Literature,Victorian Death and the Thinking Body,100,,D. Womble,
ENGL 22404,English Language and Literature,Mixed Media Modernisms,100,,R. Kyne,
ENGL 22903,English Language and Literature,Literature of the City: Between Utopia and Dystopia,100,,J. Scappettone,
ENGL 23350,English Language and Literature,True Crime,100,ENGL 32350,D. Nelson,
ENGL 23400,English Language and Literature,Virginia Woolf,100,"GNSE 23400,FNDL 24011",L. Ruddick,
ENGL 24005,English Language and Literature,A Couple Openended Novels,100,FNDL 21320,S. Meredith,
ENGL 24205,English Language and Literature,Junior Seminar: Romantic Fiction and the Historical Novel,100,,T. Campbell,For third-year English majors only.
ENGL 24210,English Language and Literature,Irish Fiction,100,,M. Ellmann,
ENGL 24212,English Language and Literature,The Chicano Novel and American Literary History,100,CRES 24212,J. Arellano,
ENGL 24260,English Language and Literature,Anxiety,100,"GRMN 26715,MAPH 36750,BPRO 26750","M. Sternstein, A. Flannery",English majors: This course fulfills the 1830-1940 (G) and Theory (H) distribution requirements.
ENGL 24320,English Language and Literature,Americans Abroad in the Cold War,100,,A. Swain,
ENGL 24650,English Language and Literature,Show and Tell,100,,R. Bayne,
ENGL 24810,English Language and Literature,AfroSF,100,CRES 24810,B. Smith,
ENGL 24812,English Language and Literature,J.M. Coetzee,100,,B. Smith,
ENGL 24951,English Language and Literature,"Animals, Ethics, and Religion",100,RLST 28020,K. Mershon,"Religious Studies majors and minors may petition to have this course counted towards the Constructive Studies requirement rather than the Cultural Studies requirement.,,English majors: this course meets the Fiction (B) distribution requirement."
ENGL 25011,English Language and Literature,"Migrations, Refugees, Races",100,"ENGL 36183,LACS 26183,CRES 25011,CRES 36183",E. Garcia,
ENGL 25013,English Language and Literature,Literature of the Refugee,100,,H. Bakara,
ENGL 25413,English Language and Literature,The American West,100,,J. Knight,
ENGL 25422,English Language and Literature,American Fortunes,100,,K. Kimura,
ENGL 25601,English Language and Literature,Nineteenth Century American Gothic,100,,W. Veeder,
ENGL 26250,English Language and Literature,Richer and Poorer: Income Inequality,100,"ENGL 36250,SIGN 26004",E. Hadley,
ENGL 26300,English Language and Literature,"The Literature of Disgust, Rabelais to Nausea",100,CMLT 26301,Z. Samalin,
ENGL 26405,English Language and Literature,Nineteenth-Century Environmental Thought,100,ENST 26405,B. Morgan,
